OrderID,Date,ProductID,StoreID,CustomerID,Quantity,Discount,Revenue,Cost,Profit
ORD108291,2024-10-12,P1010,S011,C0099,6,0.05,761.52,562.32,199.2
ORD108292,2024-11-18,P1015,S006,C0175,9,0.1,1096.01,837.81,258.2
ORD108293,2023-01-08,P1001,S011,C0037,2,0.0,408.72,222.28,186.44
ORD108294,2023-08-23,P1002,S012,C0285,1,0.0,39.79,27.62,12.17
ORD108295,2024-11-05,P1027,S007,C0011,3,0.1,527.26,275.1,252.16
ORD108296,2024-07-14,P1008,S002,C0246,3,0.1,235.04,147.36,87.68
ORD108297,2023-10-29,P1002,S004,C0302,3,0.0,119.37,82.86,36.51
ORD108298,2023-02-07,P1018,S014,C0229,2,0.05,129.66,98.34,31.32
ORD108299,2023-05-16,P1010,S011,C0167,2,0.0,267.2,187.44,79.76
ORD108300,2024-02-25,P1003,S005,C0180,1,0.0,27.91,13.42,14.49
ORD108301,2023-08-07,P1002,S014,C0021,4,0.1,143.24,110.48,32.76
ORD108302,2023-12-14,P1001,S014,C0156,16,0.0,3269.76,1778.24,1491.52
ORD108303,2024-06-29,P1009,S005,C0124,6,0.15,538.82,405.78,133.04
ORD108304,2023-03-20,P1000,S009,C0044,6,0.05,728.74,355.86,372.88
ORD108305,2023-09-30,P1017,S005,C0034,3,0.05,837.99,435.06,402.93
ORD108306,2023-06-10,P1026,S004,C0150,3,0.0,891.99,423.69,468.3
ORD108307,2024-11-17,P1028,S005,C0056,7,0.15,156.66,124.81,31.85
ORD108308,2023-11-04,P1024,S011,C0174,7,0.15,735.3,589.89,145.41
ORD108309,2024-01-09,P1003,S015,C0228,3,0.0,83.73,40.26,43.47
ORD108310,2023-01-09,P1014,S003,C0325,4,0.15,414.7,363.6,51.1
ORD108311,2024-03-19,P1017,S010,C0190,1,0.05,279.33,145.02,134.31
ORD108312,2023-04-23,P1005,S012,C0234,1,0.05,16.48,7.98,8.5
ORD108313,2023-07-24,P1001,S008,C0389,1,0.0,204.36,111.14,93.22
ORD108314,2024-02-09,P1007,S001,C0106,3,0.0,137.85,94.08,43.77
ORD108315,2024-11-28,P1017,S015,C0345,3,0.1,793.88,435.06,358.82
ORD108316,2023-07-16,P1014,S011,C0382,1,0.15,103.67,90.9,12.77
ORD108317,2023-04-25,P1023,S002,C0168,6,0.1,479.25,301.2,178.05
ORD108318,2023-05-01,P1011,S001,C0378,4,0.0,308.76,189.44,119.32
ORD108319,2024-10-14,P1013,S012,C0097,3,0.0,179.55,101.85,77.7
ORD108320,2023-03-06,P1027,S005,C0213,3,0.0,585.84,275.1,310.74
ORD108321,2023-10-03,P1002,S011,C0152,1,0.1,35.81,27.62,8.19
ORD108322,2023-08-27,P1020,S010,C0252,2,0.0,79.24,45.4,33.84
ORD108323,2023-10-29,P1024,S013,C0218,1,0.05,117.4,84.27,33.13
ORD108324,2024-01-27,P1024,S013,C0183,4,0.0,494.32,337.08,157.24
ORD108325,2024-06-05,P1004,S007,C0246,4,0.05,678.45,368.64,309.81
ORD108326,2024-01-04,P1011,S003,C0162,3,0.0,231.57,142.08,89.49
ORD108327,2023-08-21,P1026,S014,C0048,6,0.1,1605.58,847.38,758.2
ORD108328,2023-07-14,P1021,S006,C0344,6,0.0,126.9,59.94,66.96
ORD108329,2023-01-12,P1013,S012,C0030,3,0.2,143.64,101.85,41.79
ORD108330,2024-11-19,P1028,S011,C0253,4,0.1,94.79,71.32,23.47
ORD108331,2023-06-26,P1028,S011,C0187,1,0.05,25.01,17.83,7.18
ORD108332,2023-08-05,P1009,S006,C0221,4,0.1,380.34,270.52,109.82
ORD108333,2023-01-11,P1026,S015,C0093,1,0.2,237.86,141.23,96.63
ORD108334,2024-03-21,P1019,S010,C0347,5,0.15,751.23,521.05,230.18
ORD108335,2024-09-21,P1010,S002,C0269,3,0.0,400.8,281.16,119.64
ORD108336,2023-06-13,P1018,S007,C0257,6,0.2,327.55,295.02,32.53
ORD108337,2024-07-04,P1009,S004,C0389,5,0.15,449.01,338.15,110.86
ORD108338,2023-02-22,P1010,S014,C0117,4,0.0,534.4,374.88,159.52
ORD108339,2023-08-06,P1007,S009,C0004,3,0.1,124.07,94.08,29.99
ORD108340,2024-12-18,P1004,S011,C0291,1,0.2,142.83,92.16,50.67
ORD108341,2023-12-26,P1007,S001,C0076,6,0.2,220.56,188.16,32.4
ORD108342,2024-01-20,P1028,S002,C0187,3,0.2,63.19,53.49,9.7
ORD108343,2023-02-25,P1024,S011,C0162,3,0.1,333.67,252.81,80.86
ORD108344,2023-04-28,P1026,S013,C0291,5,0.0,1486.65,706.15,780.5
ORD108345,2023-09-10,P1003,S005,C0141,2,0.2,44.66,26.84,17.82
ORD108346,2023-06-29,P1003,S002,C0269,3,0.0,83.73,40.26,43.47
ORD108347,2024-02-19,P1012,S003,C0178,1,0.0,142.73,71.13,71.6
ORD108348,2023-08-23,P1002,S012,C0077,1,0.0,39.79,27.62,12.17
ORD108349,2024-12-08,P1019,S005,C0313,3,0.1,477.25,312.63,164.62
ORD108350,2023-03-21,P1029,S008,C0301,4,0.0,73.64,46.24,27.4
ORD108351,2024-10-08,P1009,S004,C0124,2,0.15,179.6,135.26,44.34
ORD108352,2023-01-22,P1002,S014,C0389,4,0.0,159.16,110.48,48.68
ORD108353,2024-04-21,P1015,S003,C0360,3,0.0,405.93,279.27,126.66
ORD108354,2024-03-15,P1001,S012,C0233,2,0.15,347.41,222.28,125.13
ORD108355,2024-07-23,P1015,S009,C0324,2,0.1,243.56,186.18,57.38
ORD108356,2023-04-03,P1017,S001,C0118,4,0.05,1117.31,580.08,537.23
ORD108357,2023-07-11,P1019,S004,C0347,1,0.05,167.92,104.21,63.71
ORD108358,2023-04-13,P1008,S012,C0180,1,0.1,78.34,49.12,29.22
ORD108359,2024-01-31,P1005,S011,C0372,6,0.0,104.1,47.88,56.22
ORD108360,2023-01-07,P1007,S010,C0003,2,0.0,91.9,62.72,29.18
ORD108361,2024-10-01,P1010,S014,C0152,2,0.15,227.12,187.44,39.68
ORD108362,2024-07-20,P1022,S011,C0094,3,0.15,205.63,127.56,78.07
ORD108363,2023-08-19,P1022,S012,C0298,3,0.0,241.92,127.56,114.36
ORD108364,2024-07-27,P1025,S005,C0002,1,0.2,232.66,145.59,87.07
ORD108365,2023-08-28,P1026,S005,C0164,2,0.15,505.46,282.46,223.0
ORD108366,2023-03-31,P1009,S010,C0215,3,0.1,285.26,202.89,82.37
ORD108367,2023-08-20,P1006,S005,C0297,1,0.0,187.44,125.7,61.74
ORD108368,2024-04-01,P1009,S011,C0112,2,0.0,211.3,135.26,76.04
ORD108369,2023-08-21,P1028,S005,C0081,2,0.0,52.66,35.66,17.0
ORD108370,2023-12-20,P1006,S004,C0351,4,0.0,749.76,502.8,246.96
ORD108371,2023-11-29,P1003,S005,C0145,1,0.15,23.72,13.42,10.3
ORD108372,2024-03-14,P1015,S004,C0374,2,0.0,270.62,186.18,84.44
ORD108373,2024-01-10,P1024,S014,C0196,3,0.15,315.13,252.81,62.32
ORD108374,2023-10-19,P1021,S009,C0038,3,0.1,57.1,29.97,27.13
ORD108375,2023-12-11,P1003,S015,C0093,3,0.0,83.73,40.26,43.47
ORD108376,2024-10-25,P1001,S009,C0267,7,0.05,1358.99,777.98,581.01
ORD108377,2024-03-03,P1027,S006,C0139,4,0.15,663.95,366.8,297.15
ORD108378,2024-10-18,P1028,S006,C0246,2,0.1,47.39,35.66,11.73
ORD108379,2023-05-10,P1008,S008,C0378,3,0.1,235.04,147.36,87.68
ORD108380,2023-05-21,P1028,S009,C0364,3,0.0,78.99,53.49,25.5
ORD108381,2024-02-19,P1027,S015,C0195,5,0.0,976.4,458.5,517.9
ORD108382,2023-04-03,P1012,S013,C0325,1,0.2,114.18,71.13,43.05
ORD108383,2024-09-17,P1026,S008,C0136,3,0.0,891.99,423.69,468.3
ORD108384,2023-10-11,P1025,S014,C0333,1,0.0,290.83,145.59,145.24
ORD108385,2024-10-16,P1004,S006,C0188,3,0.0,535.62,276.48,259.14
ORD108386,2023-08-11,P1005,S002,C0145,3,0.0,52.05,23.94,28.11
ORD108387,2024-04-07,P1016,S015,C0194,3,0.05,88.61,43.29,45.32
ORD108388,2024-06-28,P1001,S015,C0239,1,0.0,204.36,111.14,93.22
ORD108389,2023-10-03,P1014,S001,C0242,5,0.1,548.86,454.5,94.36
ORD108390,2024-11-12,P1010,S002,C0262,6,0.1,721.44,562.32,159.12
ORD108391,2023-05-20,P1021,S004,C0253,6,0.1,114.21,59.94,54.27
ORD108392,2023-12-23,P1020,S010,C0318,3,0.0,118.86,68.1,50.76
ORD108393,2024-12-13,P1007,S008,C0325,4,0.15,156.23,125.44,30.79
ORD108394,2023-01-23,P1001,S007,C0366,2,0.0,408.72,222.28,186.44
ORD108395,2023-09-27,P1007,S014,C0144,3,0.0,137.85,94.08,43.77
ORD108396,2024-10-26,P1000,S003,C0048,3,0.0,383.55,177.93,205.62
ORD108397,2023-11-29,P1022,S002,C0259,3,0.05,229.82,127.56,102.26
ORD108398,2023-03-26,P1024,S003,C0150,1,0.0,123.58,84.27,39.31
ORD108399,2024-09-12,P1029,S009,C0284,1,0.0,18.41,11.56,6.85
ORD108400,2023-01-31,P1001,S003,C0247,3,0.0,613.08,333.42,279.66
ORD108401,2023-08-28,P1023,S013,C0108,7,0.0,621.25,351.4,269.85
ORD108402,2023-12-29,P1025,S004,C0127,1,0.2,232.66,145.59,87.07
ORD108403,2024-01-24,P1008,S005,C0279,2,0.1,156.69,98.24,58.45
ORD108404,2024-10-14,P1019,S001,C0068,4,0.0,707.04,416.84,290.2
ORD108405,2024-10-29,P1016,S002,C0161,4,0.0,124.36,57.72,66.64
ORD108406,2023-10-26,P1013,S006,C0160,3,0.05,170.57,101.85,68.72
ORD108407,2024-01-06,P1023,S015,C0319,1,0.15,75.44,50.2,25.24
ORD108408,2023-04-09,P1026,S014,C0065,2,0.0,594.66,282.46,312.2
ORD108409,2023-02-16,P1004,S001,C0031,2,0.1,321.37,184.32,137.05
ORD108410,2024-02-26,P1025,S009,C0150,1,0.1,261.75,145.59,116.16
ORD108411,2024-04-24,P1010,S010,C0309,2,0.0,267.2,187.44,79.76
ORD108412,2024-08-01,P1016,S008,C0386,2,0.0,62.18,28.86,33.32
ORD108413,2023-03-03,P1029,S006,C0278,1,0.1,16.57,11.56,5.01
ORD108414,2023-04-19,P1010,S007,C0389,2,0.15,227.12,187.44,39.68
ORD108415,2024-11-09,P1004,S004,C0070,15,0.0,2678.1,1382.4,1295.7
ORD108416,2024-07-02,P1007,S006,C0054,8,0.05,349.22,250.88,98.34
ORD108417,2023-04-29,P1013,S005,C0084,1,0.2,47.88,33.95,13.93
ORD108418,2024-08-20,P1017,S012,C0090,5,0.05,1396.64,725.1,671.54
ORD108419,2024-01-17,P1017,S003,C0124,6,0.2,1411.34,870.12,541.22
ORD108420,2024-01-27,P1000,S010,C0351,6,0.15,652.03,355.86,296.17
ORD108421,2023-02-21,P1021,S006,C0150,1,0.05,20.09,9.99,10.1
ORD108422,2024-08-25,P1029,S006,C0116,3,0.2,44.18,34.68,9.5
ORD108423,2023-10-16,P1011,S010,C0315,3,0.05,219.99,142.08,77.91
ORD108424,2023-12-03,P1015,S002,C0028,5,0.0,676.55,465.45,211.1
ORD108425,2023-07-23,P1014,S011,C0162,2,0.0,243.94,181.8,62.14
ORD108426,2023-08-26,P1000,S004,C0368,6,0.0,767.1,355.86,411.24
ORD108427,2024-01-17,P1028,S010,C0341,2,0.2,42.13,35.66,6.47
ORD108428,2024-10-28,P1007,S007,C0168,1,0.1,41.36,31.36,10.0
ORD108429,2023-05-16,P1024,S010,C0361,7,0.1,778.55,589.89,188.66
ORD108430,2024-02-11,P1028,S003,C0080,1,0.15,22.38,17.83,4.55
ORD108431,2024-05-22,P1025,S002,C0243,7,0.2,1628.65,1019.13,609.52
ORD108432,2023-12-28,P1000,S012,C0135,3,0.0,383.55,177.93,205.62
ORD108433,2024-01-16,P1018,S006,C0206,1,0.0,68.24,49.17,19.07
ORD108434,2024-07-29,P1015,S005,C0077,1,0.0,135.31,93.09,42.22
ORD108435,2024-09-26,P1024,S007,C0399,5,0.15,525.21,421.35,103.86
ORD108436,2023-09-11,P1024,S006,C0251,3,0.0,370.74,252.81,117.93
ORD108437,2024-04-21,P1001,S001,C0398,4,0.0,817.44,444.56,372.88
ORD108438,2023-04-24,P1013,S007,C0380,3,0.0,179.55,101.85,77.7
ORD108439,2023-01-20,P1008,S012,C0102,3,0.0,261.15,147.36,113.79
ORD108440,2024-06-11,P1028,S008,C0226,5,0.0,131.65,89.15,42.5
ORD108441,2023-05-25,P1026,S004,C0223,5,0.1,1337.98,706.15,631.83
ORD108442,2023-07-27,P1008,S012,C0075,1,0.15,73.99,49.12,24.87
ORD108443,2024-06-14,P1018,S003,C0260,2,0.0,136.48,98.34,38.14
ORD108444,2024-01-11,P1011,S012,C0002,4,0.1,277.88,189.44,88.44
ORD108445,2024-05-18,P1026,S002,C0332,2,0.15,505.46,282.46,223.0
ORD108446,2023-06-15,P1026,S014,C0208,4,0.15,1010.92,564.92,446.0
ORD108447,2024-07-03,P1020,S013,C0131,5,0.0,198.1,113.5,84.6
ORD108448,2023-06-30,P1019,S010,C0189,3,0.2,424.22,312.63,111.59
ORD108449,2024-09-08,P1017,S009,C0262,3,0.0,882.09,435.06,447.03
ORD108450,2024-09-03,P1009,S014,C0255,4,0.1,380.34,270.52,109.82
ORD108451,2024-08-24,P1016,S015,C0146,3,0.05,88.61,43.29,45.32
ORD108452,2024-03-19,P1024,S001,C0197,2,0.0,247.16,168.54,78.62
ORD108453,2023-11-28,P1003,S006,C0247,1,0.0,27.91,13.42,14.49
ORD108454,2024-05-17,P1003,S015,C0287,4,0.15,94.89,53.68,41.21
ORD108455,2023-03-20,P1028,S002,C0096,4,0.2,84.26,71.32,12.94
ORD108456,2024-08-07,P1008,S005,C0139,1,0.0,87.05,49.12,37.93
ORD108457,2024-11-18,P1012,S011,C0074,4,0.0,570.92,284.52,286.4
ORD108458,2024-01-31,P1029,S015,C0370,3,0.05,52.47,34.68,17.79
ORD108459,2024-08-30,P1026,S002,C0060,3,0.0,891.99,423.69,468.3
ORD108460,2023-04-13,P1009,S010,C0312,2,0.0,211.3,135.26,76.04
ORD108461,2024-02-06,P1005,S014,C0045,1,0.0,17.35,7.98,9.37
ORD108462,2023-08-12,P1010,S006,C0290,6,0.15,681.36,562.32,119.04
ORD108463,2024-06-01,P1015,S006,C0110,1,0.0,135.31,93.09,42.22
ORD108464,2024-09-25,P1018,S001,C0249,4,0.0,272.96,196.68,76.28
ORD108465,2023-08-24,P1027,S005,C0304,6,0.05,1113.1,550.2,562.9
ORD108466,2024-03-02,P1020,S009,C0262,1,0.05,37.64,22.7,14.94
ORD108467,2023-04-26,P1025,S006,C0358,3,0.0,872.49,436.77,435.72
ORD108468,2023-06-12,P1021,S014,C0257,5,0.0,105.75,49.95,55.8
ORD108469,2023-08-14,P1003,S013,C0295,1,0.1,25.12,13.42,11.7
ORD108470,2023-08-18,P1005,S001,C0378,3,0.0,52.05,23.94,28.11
ORD108471,2023-07-01,P1000,S013,C0092,1,0.0,127.85,59.31,68.54
ORD108472,2023-09-06,P1014,S007,C0035,4,0.0,487.88,363.6,124.28
ORD108473,2023-11-14,P1012,S009,C0242,3,0.05,406.78,213.39,193.39
ORD108474,2023-07-29,P1016,S003,C0286,7,0.1,195.87,101.01,94.86
ORD108475,2024-10-17,P1026,S002,C0118,1,0.1,267.6,141.23,126.37
ORD108476,2024-01-27,P1013,S002,C0232,3,0.0,179.55,101.85,77.7
ORD108477,2023-04-06,P1015,S003,C0378,2,0.0,270.62,186.18,84.44
ORD108478,2023-03-27,P1016,S013,C0066,4,0.0,124.36,57.72,66.64
ORD108479,2024-02-19,P1012,S009,C0238,1,0.1,128.46,71.13,57.33
ORD108480,2024-01-29,P1001,S002,C0104,5,0.0,1021.8,555.7,466.1
ORD108481,2024-11-26,P1000,S009,C0068,1,0.15,108.67,59.31,49.36
ORD108482,2024-09-24,P1019,S009,C0197,2,0.1,318.17,208.42,109.75
ORD108483,2024-05-15,P1014,S007,C0253,1,0.05,115.87,90.9,24.97
ORD108484,2024-08-26,P1021,S010,C0096,3,0.15,53.93,29.97,23.96
ORD108485,2024-08-04,P1024,S010,C0232,2,0.15,210.09,168.54,41.55
ORD108486,2023-05-13,P1022,S004,C0078,3,0.0,241.92,127.56,114.36
ORD108487,2024-10-10,P1017,S006,C0226,1,0.2,235.22,145.02,90.2
ORD108488,2023-11-10,P1022,S005,C0112,3,0.05,229.82,127.56,102.26
ORD108489,2024-11-29,P1023,S001,C0365,4,0.0,355.0,200.8,154.2
ORD108490,2023-08-09,P1015,S007,C0311,3,0.0,405.93,279.27,126.66
ORD108491,2024-03-13,P1027,S006,C0384,4,0.2,624.9,366.8,258.1
ORD108492,2023-02-15,P1022,S006,C0156,3,0.0,241.92,127.56,114.36
ORD108493,2023-07-11,P1014,S009,C0081,3,0.0,365.91,272.7,93.21
ORD108494,2024-06-03,P1008,S010,C0169,3,0.1,235.04,147.36,87.68
ORD108495,2024-01-14,P1013,S001,C0311,3,0.0,179.55,101.85,77.7
ORD108496,2024-11-21,P1022,S008,C0179,8,0.0,645.12,340.16,304.96
ORD108497,2023-11-30,P1028,S014,C0211,3,0.15,67.14,53.49,13.65
ORD108498,2023-02-08,P1010,S007,C0314,1,0.15,113.56,93.72,19.84
ORD108499,2023-10-20,P1016,S011,C0316,3,0.0,93.27,43.29,49.98
ORD108500,2024-11-20,P1012,S009,C0368,11,0.05,1491.53,782.43,709.1
ORD108501,2023-06-11,P1017,S014,C0193,4,0.15,999.7,580.08,419.62
ORD108502,2023-11-27,P1000,S011,C0151,9,0.15,978.05,533.79,444.26
ORD108503,2023-04-14,P1008,S014,C0210,1,0.0,87.05,49.12,37.93
ORD108504,2023-06-10,P1015,S004,C0214,4,0.0,541.24,372.36,168.88
ORD108505,2024-09-26,P1011,S008,C0062,2,0.0,154.38,94.72,59.66
ORD108506,2023-02-23,P1009,S008,C0163,3,0.0,316.95,202.89,114.06
ORD108507,2023-02-03,P1017,S013,C0016,1,0.05,279.33,145.02,134.31
ORD108508,2023-08-30,P1017,S003,C0163,1,0.05,279.33,145.02,134.31
ORD108509,2023-04-23,P1020,S003,C0167,8,0.1,285.26,181.6,103.66
ORD108510,2023-11-14,P1016,S005,C0234,6,0.0,186.54,86.58,99.96
ORD108511,2023-01-23,P1009,S005,C0272,2,0.0,211.3,135.26,76.04
ORD108512,2024-07-11,P1016,S012,C0211,3,0.0,93.27,43.29,49.98
ORD108513,2024-10-08,P1006,S005,C0390,2,0.1,337.39,251.4,85.99
ORD108514,2023-04-28,P1024,S008,C0185,1,0.0,123.58,84.27,39.31
ORD108515,2024-12-01,P1020,S009,C0247,3,0.0,118.86,68.1,50.76
ORD108516,2024-10-04,P1010,S010,C0041,2,0.05,253.84,187.44,66.4
ORD108517,2023-07-31,P1020,S012,C0362,7,0.15,235.74,158.9,76.84
ORD108518,2024-02-22,P1009,S002,C0119,1,0.0,105.65,67.63,38.02
ORD108519,2023-04-23,P1021,S013,C0256,2,0.2,33.84,19.98,13.86
ORD108520,2023-02-13,P1023,S015,C0211,1,0.0,88.75,50.2,38.55
ORD108521,2023-05-08,P1025,S006,C0093,1,0.0,290.83,145.59,145.24
ORD108522,2023-06-07,P1019,S010,C0366,1,0.1,159.08,104.21,54.87
ORD108523,2024-01-29,P1011,S004,C0046,4,0.0,308.76,189.44,119.32
ORD108524,2024-05-26,P1013,S001,C0113,4,0.2,191.52,135.8,55.72
ORD108525,2023-02-14,P1019,S009,C0364,1,0.1,159.08,104.21,54.87
ORD108526,2023-04-18,P1023,S014,C0245,4,0.0,355.0,200.8,154.2
ORD108527,2023-08-07,P1029,S006,C0091,3,0.15,46.95,34.68,12.27
ORD108528,2024-03-18,P1028,S002,C0171,4,0.0,105.32,71.32,34.0
ORD108529,2023-11-11,P1017,S014,C0295,7,0.15,1749.48,1015.14,734.34
ORD108530,2023-06-26,P1016,S003,C0141,4,0.1,111.92,57.72,54.2
ORD108531,2023-08-16,P1014,S003,C0242,3,0.0,365.91,272.7,93.21
ORD108532,2024-12-03,P1013,S005,C0209,3,0.1,161.6,101.85,59.75
ORD108533,2024-11-02,P1019,S002,C0236,5,0.1,795.42,521.05,274.37
ORD108534,2023-09-24,P1016,S001,C0139,2,0.15,52.85,28.86,23.99
ORD108535,2024-01-14,P1005,S012,C0148,4,0.05,65.93,31.92,34.01
ORD108536,2024-05-03,P1018,S004,C0050,3,0.0,204.72,147.51,57.21
ORD108537,2024-12-02,P1026,S011,C0292,9,0.2,2140.78,1271.07,869.71
ORD108538,2024-11-17,P1020,S009,C0166,3,0.2,95.09,68.1,26.99
ORD108539,2023-10-17,P1008,S009,C0278,2,0.2,139.28,98.24,41.04
ORD108540,2023-12-23,P1022,S012,C0114,3,0.1,217.73,127.56,90.17
ORD108541,2024-10-18,P1025,S011,C0037,5,0.0,1454.15,727.95,726.2
ORD108542,2023-07-23,P1020,S005,C0131,3,0.0,118.86,68.1,50.76
ORD108543,2023-08-01,P1026,S005,C0101,4,0.0,1189.32,564.92,624.4
ORD108544,2024-07-05,P1022,S001,C0028,2,0.1,145.15,85.04,60.11
ORD108545,2023-11-19,P1024,S007,C0255,1,0.2,98.86,84.27,14.59
ORD108546,2024-08-16,P1017,S008,C0382,2,0.0,588.06,290.04,298.02
ORD108547,2023-06-30,P1019,S013,C0304,2,0.05,335.84,208.42,127.42
ORD108548,2024-05-13,P1023,S005,C0379,4,0.15,301.75,200.8,100.95
ORD108549,2023-11-16,P1018,S003,C0346,4,0.15,232.02,196.68,35.34
ORD108550,2023-03-24,P1022,S004,C0261,1,0.0,80.64,42.52,38.12
ORD108551,2023-10-30,P1004,S013,C0219,4,0.0,714.16,368.64,345.52
ORD108552,2023-09-19,P1010,S005,C0272,5,0.15,567.8,468.6,99.2
ORD108553,2023-07-19,P1013,S005,C0286,5,0.0,299.25,169.75,129.5
ORD108554,2023-08-28,P1015,S013,C0219,4,0.2,432.99,372.36,60.63
ORD108555,2024-11-22,P1012,S006,C0326,8,0.05,1084.75,569.04,515.71
ORD108556,2024-11-13,P1003,S005,C0270,4,0.0,111.64,53.68,57.96
ORD108557,2023-10-22,P1000,S004,C0340,6,0.0,767.1,355.86,411.24
ORD108558,2024-05-26,P1018,S005,C0321,3,0.0,204.72,147.51,57.21
ORD108559,2024-11-19,P1020,S010,C0262,3,0.05,112.92,68.1,44.82
ORD108560,2024-01-31,P1022,S009,C0111,5,0.15,342.72,212.6,130.12
ORD108561,2023-05-18,P1028,S006,C0389,3,0.2,63.19,53.49,9.7
ORD108562,2023-05-09,P1004,S007,C0146,4,0.05,678.45,368.64,309.81
ORD108563,2023-02-18,P1028,S009,C0334,1,0.05,25.01,17.83,7.18
ORD108564,2024-11-06,P1019,S015,C0359,6,0.0,1060.56,625.26,435.3
ORD108565,2023-10-20,P1026,S004,C0324,3,0.0,891.99,423.69,468.3
ORD108566,2024-09-19,P1002,S005,C0049,1,0.0,39.79,27.62,12.17
ORD108567,2024-06-19,P1019,S001,C0400,3,0.1,477.25,312.63,164.62
ORD108568,2023-11-07,P1010,S003,C0086,4,0.0,534.4,374.88,159.52
ORD108569,2024-06-20,P1013,S010,C0352,2,0.0,119.7,67.9,51.8
ORD108570,2024-09-30,P1001,S007,C0280,3,0.05,582.43,333.42,249.01
ORD108571,2023-08-22,P1023,S005,C0289,1,0.0,88.75,50.2,38.55
ORD108572,2023-07-28,P1002,S004,C0287,4,0.0,159.16,110.48,48.68
ORD108573,2024-08-27,P1027,S011,C0332,3,0.0,585.84,275.1,310.74
ORD108574,2023-04-04,P1002,S006,C0340,2,0.1,71.62,55.24,16.38
ORD108575,2023-11-23,P1022,S012,C0242,3,0.2,193.54,127.56,65.98
ORD108576,2023-08-13,P1021,S011,C0269,3,0.0,63.45,29.97,33.48
ORD108577,2023-01-11,P1013,S010,C0015,3,0.2,143.64,101.85,41.79
ORD108578,2023-11-25,P1013,S011,C0380,15,0.05,852.86,509.25,343.61
ORD108579,2023-01-12,P1018,S002,C0073,5,0.2,272.96,245.85,27.11
ORD108580,2023-02-04,P1005,S010,C0196,2,0.1,31.23,15.96,15.27
ORD108581,2024-03-22,P1000,S009,C0147,2,0.15,217.34,118.62,98.72
ORD108582,2024-03-27,P1006,S015,C0351,4,0.0,749.76,502.8,246.96
ORD108583,2023-08-08,P1002,S007,C0126,5,0.15,169.11,138.1,31.01
ORD108584,2024-03-16,P1010,S010,C0022,3,0.05,380.76,281.16,99.6
ORD108585,2024-10-14,P1023,S015,C0200,4,0.05,337.25,200.8,136.45
ORD108586,2024-06-18,P1002,S006,C0174,2,0.0,79.58,55.24,24.34
ORD108587,2024-08-17,P1024,S001,C0014,8,0.2,790.91,674.16,116.75
ORD108588,2023-08-17,P1003,S011,C0232,2,0.1,50.24,26.84,23.4
ORD108589,2023-12-10,P1016,S012,C0074,3,0.2,74.62,43.29,31.33
ORD108590,2023-03-21,P1005,S013,C0032,1,0.15,14.75,7.98,6.77
ORD108591,2023-12-19,P1022,S009,C0381,8,0.05,612.86,340.16,272.7
ORD108592,2024-01-31,P1005,S001,C0045,4,0.0,69.4,31.92,37.48
ORD108593,2023-10-17,P1016,S008,C0097,4,0.15,105.71,57.72,47.99
ORD108594,2024-03-30,P1019,S015,C0256,2,0.2,282.82,208.42,74.4
ORD108595,2024-11-01,P1018,S004,C0339,8,0.2,436.74,393.36,43.38
ORD108596,2023-05-08,P1001,S011,C0019,4,0.0,817.44,444.56,372.88
ORD108597,2024-12-02,P1006,S007,C0032,8,0.0,1499.52,1005.6,493.92
ORD108598,2024-06-26,P1001,S007,C0142,2,0.15,347.41,222.28,125.13
ORD108599,2023-12-25,P1000,S012,C0395,1,0.0,127.85,59.31,68.54
ORD108600,2024-06-10,P1005,S001,C0005,2,0.0,34.7,15.96,18.74
ORD108601,2023-11-09,P1006,S015,C0286,6,0.2,899.71,754.2,145.51
ORD108602,2023-03-16,P1006,S006,C0173,1,0.0,187.44,125.7,61.74
ORD108603,2024-06-29,P1028,S003,C0217,6,0.0,157.98,106.98,51.0
ORD108604,2023-07-15,P1010,S013,C0060,2,0.0,267.2,187.44,79.76
ORD108605,2023-01-29,P1026,S009,C0313,2,0.0,594.66,282.46,312.2
ORD108606,2024-12-06,P1006,S009,C0252,3,0.0,562.32,377.1,185.22
ORD108607,2023-01-16,P1029,S001,C0345,4,0.0,73.64,46.24,27.4
ORD108608,2024-02-27,P1019,S012,C0200,4,0.0,707.04,416.84,290.2
ORD108609,2024-08-11,P1005,S015,C0195,3,0.2,41.64,23.94,17.7
ORD108610,2024-08-15,P1013,S009,C0303,3,0.15,152.62,101.85,50.77
ORD108611,2024-02-09,P1023,S013,C0315,4,0.0,355.0,200.8,154.2
ORD108612,2024-09-27,P1003,S008,C0126,5,0.0,139.55,67.1,72.45
ORD108613,2024-06-14,P1013,S009,C0127,4,0.05,227.43,135.8,91.63
ORD108614,2024-09-05,P1008,S007,C0276,3,0.1,235.04,147.36,87.68
ORD108615,2023-03-18,P1020,S001,C0144,8,0.05,301.11,181.6,119.51
ORD108616,2023-08-17,P1015,S010,C0328,1,0.0,135.31,93.09,42.22
ORD108617,2023-10-24,P1014,S009,C0193,3,0.0,365.91,272.7,93.21
ORD108618,2024-05-24,P1010,S011,C0051,5,0.1,601.2,468.6,132.6
ORD108619,2024-12-15,P1014,S011,C0169,1,0.05,115.87,90.9,24.97
ORD108620,2024-07-26,P1017,S009,C0101,4,0.0,1176.12,580.08,596.04
ORD108621,2024-06-21,P1005,S010,C0284,6,0.0,104.1,47.88,56.22
